student_id,major,country,GPA,extracurricular_hours_per_week,exercise_hours_per_week,screen_time_hours,mental_stress_level
S02821,Engineering,Netherlands,3.2,6.1,3.7,12.0,3.1
S07536,Business,Netherlands,3.06,2.7,1.2,2.8,3.2
S02261,Engineering,South Korea,3.08,4.4,2.3,6.5,4.4
S02240,Business,France,4.0,4.3,2.3,3.7,3.9
S06022,Physics,Brazil,3.65,2.6,2.9,6.8,5.2
S00783,Engineering,Japan,3.45,1.7,2.7,5.9,4.7
S00933,Biology,Italy,3.08,4.3,0.0,1.0,3.3
S06203,Psychology,UK,4.0,2.5,2.3,2.7,1.9
S02413,Business,Brazil,3.24,1.9,8.2,6.6,4.1
S06998,Mathematics,South Korea,4.0,5.3,3.3,5.7,1.1
S09116,Engineering,Italy,4.0,3.0,4.0,6.1,2.0
S01157,Law,France,3.65,7.3,2.6,6.2,4.4
S08108,Medicine,Bangladesh,4.0,5.2,3.1,3.5,4.3
S05806,Law,Japan,3.76,5.6,2.9,5.7,3.6
S04880,Physics,Italy,4.0,2.7,3.1,9.5,4.4
S03310,Biology,Germany,3.37,4.7,2.9,2.7,4.9
S08962,Law,Australia,3.13,5.2,4.2,8.6,7.7
S01703,Biology,India,3.62,1.4,3.1,6.3,6.6
S02493,Medicine,France,2.71,5.8,3.7,10.4,5.8
S03707,Computer Science,Japan,3.45,4.7,1.1,5.0,3.7
S08277,Biology,France,4.0,5.6,1.5,8.0,4.1
S00287,Economics,USA,3.74,2.0,1.9,5.7,4.6
S01609,Biology,Australia,3.59,4.4,2.5,5.8,4.8
S06632,Law,Brazil,4.0,6.1,3.7,7.8,2.6
S08279,Mathematics,South Korea,3.02,3.1,1.2,7.7,5.5
S07316,Biology,India,4.0,0.4,4.8,3.9,6.3
S02253,Law,Netherlands,3.68,4.8,3.1,2.4,1.4
S07416,Engineering,Canada,2.62,2.3,5.0,7.8,4.7
S08366,Mathematics,South Korea,3.92,6.5,2.2,4.1,2.9
S01892,Physics,UK,4.0,2.3,0.0,2.9,2.9
S05063,Engineering,Japan,3.3,3.0,3.8,5.5,2.8
S06121,Engineering,Australia,4.0,3.9,6.5,3.7,3.3
S00564,Law,India,3.73,0.8,0.9,6.1,4.7
S00292,Mathematics,UK,3.2,4.6,7.1,6.7,4.0
S04717,Psychology,Brazil,4.0,2.5,5.0,4.3,3.1
S07709,Economics,Australia,3.09,5.9,0.9,8.0,5.1
S06350,Computer Science,Canada,3.59,3.6,8.2,4.4,1.2
S00170,Engineering,USA,3.58,5.6,4.3,6.3,6.0
S00268,Physics,UK,3.06,2.1,1.7,2.5,4.3
S04639,Computer Science,India,2.68,6.0,0.6,3.4,5.5
S07078,Economics,Italy,4.0,3.9,2.0,4.7,4.8
S03356,Medicine,Italy,3.58,0.9,2.9,10.5,6.6
S08280,Psychology,UK,3.96,4.4,3.8,4.2,4.7
S00316,Physics,Bangladesh,4.0,3.0,1.3,2.7,4.9
S06729,Psychology,USA,3.45,2.0,6.6,5.7,2.8
S09496,Economics,South Korea,2.6,5.7,3.5,1.3,3.6
S04068,Engineering,USA,3.95,0.0,3.0,3.6,3.8
S00246,Economics,India,3.45,6.0,0.0,2.8,6.6
S00253,Business,South Korea,4.0,2.5,1.4,4.3,4.5
S01112,Economics,UK,3.84,2.5,6.3,4.9,3.1
S04802,Computer Science,Japan,3.8,2.8,2.9,6.5,4.4
S01714,Business,Canada,4.0,5.0,3.8,5.4,1.3
S00051,Computer Science,Canada,4.0,3.4,8.2,2.1,1.0
S01836,Biology,Australia,4.0,6.5,3.0,4.6,4.0
S07897,Psychology,France,4.0,5.7,4.9,6.4,3.6
S03384,Law,Netherlands,4.0,2.6,2.2,2.1,3.0
S06411,Physics,USA,4.0,3.0,6.8,4.7,2.5
S04314,Biology,UK,4.0,4.0,1.6,7.6,4.6
S00873,Biology,USA,3.47,3.0,3.2,7.2,3.0
S01255,Medicine,Japan,4.0,2.1,0.3,2.0,3.0
S08882,Economics,France,3.82,6.9,0.0,5.8,5.4
S05852,Engineering,UK,3.67,4.1,5.5,4.3,4.4
S05703,Mathematics,Germany,3.47,5.1,1.9,7.6,3.6
S08104,Psychology,Australia,2.84,1.3,1.9,4.4,4.0
S02099,Law,Japan,2.61,5.0,0.0,8.2,5.4
S05129,Biology,UK,3.88,7.3,3.7,5.8,2.9
S00249,Psychology,Bangladesh,4.0,3.2,4.9,5.5,4.1
S06562,Mathematics,India,4.0,4.5,0.0,5.3,4.2
S01340,Psychology,Bangladesh,3.75,8.8,5.5,8.6,4.5
S07018,Biology,France,3.76,5.5,1.8,3.1,3.0
S02111,Psychology,Australia,3.44,2.3,2.4,7.5,4.0
S01570,Economics,Japan,3.52,4.1,1.3,4.6,3.8
S01727,Law,Canada,3.54,3.8,0.8,6.7,5.6
S08385,Physics,Australia,3.66,3.2,6.4,5.2,2.7
S06941,Physics,Brazil,3.35,0.8,5.9,2.8,2.9
S04396,Business,Brazil,3.17,3.8,0.9,4.4,4.0
S02421,Engineering,Australia,4.0,6.3,2.5,6.5,4.7
S03046,Business,South Korea,3.15,6.0,2.9,4.6,5.0
S05504,Biology,Bangladesh,3.61,3.7,4.7,9.0,2.4
S03704,Physics,Brazil,2.86,1.9,0.6,8.3,6.0
S08192,Computer Science,France,3.48,4.5,1.4,4.7,2.5
S05332,Engineering,USA,2.96,2.9,0.9,5.8,4.3
S09809,Business,Japan,3.05,4.4,3.4,2.1,4.0
S00448,Law,Italy,3.17,2.6,2.9,1.9,3.4
S07895,Engineering,UK,2.85,0.0,2.8,6.9,6.1
S08729,Physics,France,3.71,3.4,1.4,6.0,5.1
S07829,Psychology,Japan,3.46,0.0,3.6,8.0,5.6
S01769,Law,Italy,4.0,4.6,5.6,4.5,4.5
S06809,Business,Italy,3.87,6.6,6.1,3.5,1.6
S04705,Medicine,Bangladesh,3.74,4.2,3.9,5.7,3.3
S03870,Law,Netherlands,3.98,2.0,2.8,4.6,3.7
S01656,Law,France,3.77,4.6,4.4,4.5,1.7
S03188,Medicine,Germany,4.0,6.7,4.0,6.9,4.5
S00684,Medicine,USA,3.9,2.9,4.2,8.2,2.2
S04171,Engineering,Japan,2.86,5.0,5.5,3.6,4.3
S04478,Medicine,India,4.0,0.0,3.5,3.3,3.8
S00462,Psychology,France,3.48,1.8,1.4,4.2,4.3
S05765,Mathematics,India,3.65,7.9,1.5,6.6,4.6
S07523,Mathematics,Germany,3.72,4.1,5.0,3.2,2.1
S04503,Computer Science,Netherlands,3.08,3.3,4.4,7.2,3.8
S09710,Physics,USA,3.42,0.0,4.3,5.7,5.0
S00319,Engineering,Australia,3.71,2.7,5.5,5.3,1.6
S01146,Engineering,UK,3.93,3.5,1.9,5.1,3.6
S05095,Psychology,Bangladesh,3.5,2.9,2.1,5.6,4.6
S01394,Engineering,Italy,3.92,5.1,4.8,4.4,5.7
S06624,Business,Netherlands,3.42,5.8,6.5,5.2,3.9
S01502,Biology,Canada,3.06,5.8,1.8,6.2,4.6
S06409,Engineering,Bangladesh,3.78,4.1,2.7,7.7,4.9
S00377,Medicine,Brazil,4.0,3.6,3.3,5.3,1.3
S00411,Medicine,UK,4.0,4.4,3.4,6.7,1.7
S01661,Business,UK,4.0,2.5,1.6,4.0,3.5
S03152,Law,South Korea,3.88,4.2,4.2,5.0,1.4
S01624,Engineering,India,3.46,2.7,5.6,6.7,3.6
S05610,Economics,Australia,3.37,3.0,4.0,5.4,4.9
S08533,Law,USA,3.95,3.2,2.7,4.0,3.8
S05803,Law,USA,3.13,5.4,0.8,5.9,5.8
S05307,Physics,Netherlands,3.83,1.0,6.1,5.0,3.4
S07087,Biology,Netherlands,3.79,5.4,3.6,8.5,4.6
S08898,Biology,Germany,4.0,3.8,1.5,4.7,5.4
S07489,Economics,Netherlands,4.0,5.8,2.0,6.0,5.0
S09616,Physics,India,4.0,2.8,0.0,4.1,3.0
S09218,Computer Science,Germany,3.51,0.0,2.4,3.1,5.2
S01673,Mathematics,Japan,3.57,1.6,5.8,5.5,4.4
S02359,Biology,USA,3.28,4.1,6.0,3.2,2.8
S08468,Medicine,USA,4.0,2.2,1.0,4.8,2.7
S00275,Computer Science,Italy,2.91,1.2,1.6,5.6,4.5
S02474,Mathematics,Netherlands,2.87,8.3,4.5,6.6,3.3
S05490,Economics,France,3.13,3.7,4.4,7.2,4.6
S04772,Engineering,Bangladesh,3.14,3.5,2.3,4.1,5.1
S02108,Psychology,France,4.0,6.8,0.2,4.3,1.7
S07501,Law,France,4.0,8.2,5.3,6.1,3.8
S04415,Medicine,Netherlands,3.81,4.1,9.8,5.0,3.0
S08139,Psychology,Canada,3.69,0.0,5.0,4.1,2.7
S08661,Biology,South Korea,3.82,2.3,5.5,7.0,3.4
S08240,Mathematics,Japan,2.73,2.6,0.5,6.3,7.9
S02418,Business,UK,3.52,5.4,2.9,6.7,2.9
S08772,Physics,USA,4.0,2.2,2.6,6.4,3.9
S02237,Engineering,Germany,4.0,2.7,5.7,3.1,2.2
S03768,Law,Netherlands,3.86,3.3,0.7,5.4,6.4
S09792,Medicine,Italy,4.0,2.7,1.2,5.3,5.8
S09990,Mathematics,Bangladesh,3.03,8.8,4.2,9.1,5.2
S09966,Biology,South Korea,4.0,3.4,3.7,6.0,4.6
S07324,Psychology,Brazil,4.0,1.7,3.3,5.4,2.5
S01384,Economics,India,3.3,3.5,2.7,7.4,4.2
S03102,Computer Science,Canada,3.68,1.8,4.3,3.1,3.2
S03922,Economics,Italy,3.49,5.4,6.0,6.2,3.7
S06686,Physics,USA,3.49,1.5,1.4,3.6,4.2
S03195,Psychology,Germany,3.72,5.0,4.5,3.1,2.7
S01942,Medicine,India,3.5,2.9,3.8,5.1,3.4
S07714,Psychology,Bangladesh,3.63,3.3,0.0,7.9,6.5
